part_number,name_en,name_cn,spec_cn,retail_price,fitment
106001-0096,exhaust pipe,消音管,镀铬 073 全护罩 Φ28配TD不锈钢筒/含Φ24*33密封圈,47.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TS90"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TS90""}]"
106002-0038,muffler,消音筒,银色 不锈钢 水滴形 297.7*76*86.4 KAYO标,127.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
903019-0019,bolt M8*35,外六角大头法兰螺栓 MT,兰白锌 M8*35 半螺纹 J390010,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""KT250"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""KT250""}]"
908007-0052,rubber busher,消音筒隔热柱,黑色 橡胶Φ16*Φ12*H13.3 中间Φ3通孔,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
309001-0135,main cable,主线缆,配电启/两档电门锁/橡胶防尘套/防水,44.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TS90"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TS90""}]"
312001-0044,Battery,蓄电池,MF12V4AH 113*69*85 蓝色壳体铜柱 胶体/GEL,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
555000-0179,Battery case upper pressure plate,电瓶盒上压板,亚 黑 160*15*1.5孔距144,8.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
306001-0001,ignition coil,高压包,黑色 黑/绿2脚,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TT140"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
903018-0005,flange bolt M6*20,外六角小头法兰螺栓 GB5787,兰白锌 M6*20,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""30"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
303001-0001,CDI,点火器,普通/单插 小长方型,17,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TT140"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
302001-0002,Voltage regulator,稳压整流器,电启 配110小全波,20.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
555000-0180,Battery box,电瓶盒,亚 黑 119*69*87 孔距144,20.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
909010-0009,EVA,EVA,黑色 118*65*4 带单面不干胶,5.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA110"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""EA110""}]"
805001-0001,fuel tank assy.,油箱总成,CRF/1号 含开关 油箱盖 胶套,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
805003-0003,fuel tank cover,油箱盖,黑色 1号,10.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
805004-0005,fuel tank switch,油箱开关,CRF1号,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
903010-0004,screw,十字扁头自攻螺丝 GB845-85,兰白锌 ST4.2*12,3.4,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EA70"", ""section"": null, ""variant"": null, ""callout_no"": ""14"", ""confidence"": ""high"", ""model_code"": ""EA70""}]"
801003-0011,cable clip,过线卡,白色 配CRF2号面板,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""22"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
555000-0137,upper bracket,面板上支架,亚 黑 4-M6孔 配大单梁,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
801016-0007,front fender,前泥板,白色 2018款TS,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""8"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
801016-0006,front panel,前面板,白色 2018款TS,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
801016-0001,front left cover,前左护板,白色 2018款TS,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
701000-0046,seat assy.,座垫总成,黑色 21款TS90 凹海绵 两侧烫印KAYO,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""11"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
801016-0002,front right cover,前右护板,白色 2018款TS,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
801016-0004,rear right cover,后右护板,白色 2018款TS,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
801016-0003,rear left cover,后左护板,白色 2018款TS,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""14"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
801016-0005,rear center cover,后中心护板,白色 2018款TS,34,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""15"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
903012-0007,Screw,十字大扁头机牙螺丝,兰白锌 TM6*16,2.55,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""EKMB"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""EKMB""}]"
802018-0115,sticker 2022,2018款TS贴花 513胶,GNZ1000-132/TS90,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TS90"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TS90""}]"
802018-0116,padding cover,护套皮 215*185,GNZ1000-132,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TT140"", ""section"": null, ""variant"": null, ""callout_no"": null, ""confidence"": ""high"", ""model_code"": ""TT140""}]"
802018-0150,sticker 2023,TS90贴花 468胶,JK22039-2/TS90,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TS90"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TS90""}]"
802018-0145,padding cover 2023,护套皮 215*185,JK22039-2,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TD125"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
602014-0011,throttle cable,油门线 031,黑色 皮长850尾长122 配越野/TZ28A/SG26/SG30,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": ""TSD110 EPA"", ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
602001-0002,handle bar,钢制方向把,黑 色 CRF2号 735*155 Φ12横杆,34,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
404000-0170,front brake assy.,前小双碟刹,L=990 19款不折把/9号支架Φ43H15/W450130/普通蹄块/白移管500 银色上下泵体/含油管夹,85,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
404008-0006-02,bracket,支架,银色 9号支架Φ43H15/W450130,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
404007-0006,front brake pad,前小双蹄块,普通,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
903019-0016,flangue bolt,外六角大头法兰螺栓 GB5789,兰白锌 M8*30 全螺纹,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
405000-0066-02,rear brake assy.,后小单碟刹,L=545 180盘Φ15-支架/普通蹄块 银色上下泵体,76.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
501000-0087,front right shock,前右减震器,黑 色 630mm 正减 33mm Φ15孔 配碟刹QL,62.9,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
501000-0086,front left shock,前左减震器,黑 色 630mm 正减 33mm Φ15孔 配碟刹QL,62.9,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
601006-0004,steering column,方向柱 039,发黑 Ф25.1*201 配SSR单梁/锻造联板,25.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
601002-0001-02,lower clamp,下联板,银色喷砂 锻造 Ф33含普通螺栓,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
601001-0002-02,upper clamp,上联板,银色喷砂 锻造 Ф33含普通螺栓-沉槽5mm,51,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
601003-0021,upper raisers,上压块,银色 喷砂 分体/配铝合金铸造联板,8.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""4"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
601004-0001-04,lower raisers,下压块,银色 喷砂 CRF/配铝合金铸造联板,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
903013-0035,screw M8*120,内六角圆柱头螺丝 GB70-85,兰白锌 M8*120,10.2,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""T4"", ""section"": null, ""variant"": null, ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""T4""}]"
401005-0038,front tyres assy.,前轮内外胎,60/100-14 含衬带/螺母/螺帽/越野P397 远星,64.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401006-0048,front outer tyre,前轮外胎,60/100-14 越野P397 远星,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401007-0010,front inner tyre,前轮内胎,60/100-14含螺母/螺帽 远星,13.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401008-0002,lining belt,衬带,14*20,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-3"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
401000-0011-03,front rim,前轮辋,黑钢圈 抛光毂 1.4*14,76.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401004-0005,spoke assy.,辐条,兰白锌 前内14寸含帽,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401004-0006,spoke assy.,辐条,兰白锌 前外14寸含帽,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
401002-0002,wheel ring,钢圈,黑色 1.4*14,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-3"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
901001-0028,flange axle,法兰轴,兰白锌 Φ15*210*M14*1.5mm,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
902001-0061,flat bushing,平衬套,兰白锌 Φ15*25*H18,6.8,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
402005-0038,rear tyres assy.,后轮内外胎,80/100-12 含衬带/螺母/螺帽/越野P398 远星,68,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402006-0039,rear outer tyre,后轮外胎,80/100-12 越野P398 远星,54.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402007-0006,rear inner tyre,后轮内胎,80/100-12含螺母/螺帽 远星,13.6,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""1-2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402000-0017-03,rear rim,后轮辋,黑钢圈 抛光毂 1.85*12,76.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402004-0004,spoke assy.,辐条,兰白锌 后内12寸含帽,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-1"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402004-0005,spoke assy.,辐条,兰白锌 后外12寸含帽,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-2"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
402002-0001,wheel ring,钢圈,黑色 1.85*12,51,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TD125"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""2-3"", ""confidence"": ""high"", ""model_code"": ""TD125""}]"
205001-0009,rear sprocket,钢制后链轮,黑色 420/41齿 内径76,30.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""3"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
554000-0050,side stand,单撑,亚 黑 L=290 带槽销钉,22.1,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
506003-0013-01,right steel footpeg,右脚踏总成,黑色 铸钢/X型,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""5"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
407001-0007,right footpeg spring,右脚踏簧,配不锈钢 Φ20*Φ2*H8*4圈 弯勾3.5 镀锌钢丝,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""7"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
506003-0012-01,left steel footpeg,左脚踏总成,黑色 铸钢/X型,25.5,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""9"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
407001-0006,left footpeg spring,左脚踏簧,配不锈钢 Φ20*Φ2*H8*4圈 弯勾3.5 镀锌钢丝,5.1,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""10"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
109001-0003-02,steel plate,钢制托盘,闪光银 SSR,34,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""TT140"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""12"", ""confidence"": ""high"", ""model_code"": ""TT140""}]"
506001-0008-02,foot rest,搁脚架,亚 黑 粗直杆 圆头 配不锈钢脚踏,42.5,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""13"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
551000-0092-04,frame assy.,车架总成,橘 黄 TSD 配一字/后限Z字型,425,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
203004-0012,chain roller,导链轮,白色 凹型 34﹢0.5含衬套/轴承,13.6,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""2"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
903019-0013,flange bolt M8*20,外六角大头法兰螺栓 GB5789,兰白锌 M8*20 全螺纹,3.4,"[{""make"": ""Kayo"", ""year"": 2024, ""model"": ""K4"", ""section"": null, ""variant"": ""EPA"", ""callout_no"": ""6"", ""confidence"": ""high"", ""model_code"": ""K4""}]"
101000-0538,engine assy.(~2022),发动机总成,抛丸 YX110 下电 有棉 自离 420-14 钢缸修圆侧/含ZL57弯镀铬启变-两侧打KAYO填红漆,476,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
101000-0574,engine assy.(2023~),发动机总成,抛丸 YX110 下电 有棉 自离 420-14 钢缸修圆侧/含ZL57弯镀铬启变-两侧打KAYO填红漆,476,"[{""make"": ""Kayo"", ""year"": 0, ""model"": ""TSD110"", ""section"": null, ""variant"": null, ""callout_no"": ""1"", ""confidence"": ""high"", ""model_code"": ""TSD110""}]"
